"","pmax","hp","stability","S","CA","CS","CB","N"
"14479",1.54697986577181,0.679865771812081,"bistable",2185.66,2.94,17.28,30726.46,0.02
"14480",1.56040268456376,0.679865771812081,"bistable",2199.58,2.97,17.38,30929.8,0.02
"14481",1.5738255033557,0.679865771812081,"bistable",2213.47,2.99,17.49,31132.74,0.02
"14482",1.58724832214765,0.679865771812081,"bistable",2227.31,3.02,17.59,31335.23,0.03
"14483",1.6006711409396,0.679865771812081,"bistable",2241.12,3.04,17.69,31537.23,0.03
"14484",1.61409395973154,0.679865771812081,"bistable",2254.88,3.07,17.79,31738.69,0.03
"14485",1.62751677852349,0.679865771812081,"bistable",2268.58,3.09,17.89,31939.53,0.03
"14486",1.64093959731544,0.679865771812081,"bistable",2282.23,3.12,18,32139.7,0.03
"14487",1.65436241610738,0.679865771812081,"bistable",2295.82,3.14,18.1,32339.1,0.03
"14488",1.66778523489933,0.679865771812081,"bistable",2309.33,3.17,18.2,32537.64,0.03
"14489",1.68120805369128,0.679865771812081,"bistable",2322.75,3.19,18.29,32735.19,0.03
"14490",1.69463087248322,0.679865771812081,"bistable",2336.09,3.22,18.39,32931.64,0.04
"14491",1.70805369127517,0.679865771812081,"bistable",2349.31,3.24,18.49,33126.8,0.04
"14492",1.72147651006711,0.679865771812081,"bistable",2362.41,3.27,18.59,33320.5,0.04
"14493",1.73489932885906,0.679865771812081,"bistable",2375.36,3.29,18.68,33512.47,0.04
"14494",1.74832214765101,0.679865771812081,"bistable",2388.14,3.32,18.78,33702.45,0.05
"14495",1.76174496644295,0.679865771812081,"bistable",2400.73,3.34,18.87,33890.05,0.05
"14496",1.7751677852349,0.679865771812081,"bistable",2413.07,3.37,18.96,34074.82,0.05
"14497",1.78859060402685,0.679865771812081,"bistable",2425.12,3.39,19.05,34256.19,0.06
"14498",1.80201342281879,0.679865771812081,"bistable",2436.82,3.42,19.14,34433.4,0.06
"14499",1.81543624161074,0.679865771812081,"bistable",2448.09,3.44,19.22,34605.46,0.07
"14500",1.82885906040268,0.679865771812081,"bistable",2458.8,3.47,19.3,34771.03,0.07
"14501",1.84228187919463,0.679865771812081,"bistable",2468.81,3.49,19.37,34928.27,0.08
"14502",1.85570469798658,0.679865771812081,"bistable",2477.9,3.52,19.44,35074.58,0.09
"14503",1.86912751677852,0.679865771812081,"bistable",2485.73,3.54,19.49,35206.13,0.1
"14504",1.88255033557047,0.679865771812081,"bistable",2491.82,3.57,19.54,35317.05,0.11
"14505",1.89597315436242,0.679865771812081,"bistable",2495.37,3.59,19.56,35397.92,0.13
"14506",1.90939597315436,0.679865771812081,"bistable",2494.99,3.62,19.56,35432.43,0.16
"14507",1.92281879194631,0.679865771812081,"bistable",2488.08,3.64,19.51,35389.74,0.19
"14508",1.93624161073825,0.679865771812081,"bistable",2469,3.67,19.36,35203.18,0.25
"14509",1.9496644295302,0.679865771812081,"bistable",2422.61,3.7,19.02,34693.82,0.35
"14510",1.96308724832215,0.679865771812081,"bistable",2284.67,3.73,17.99,33102.55,0.61
"14511",1.97651006711409,0.679865771812081,"bare",0,3.02,0,4431.47,3.79
"14512",1.98993288590604,0.679865771812081,"bare",0,3.04,0,4461.63,3.81
"14513",2.00335570469799,0.679865771812081,"bare",0,3.06,0,4491.79,3.82
"14514",2.01677852348993,0.679865771812081,"bare",0,3.08,0,4521.95,3.84
"14515",2.03020134228188,0.679865771812081,"bare",0,3.11,0,4552.11,3.86
"14516",2.04362416107383,0.679865771812081,"bare",0,3.13,0,4582.27,3.88
"14517",2.05704697986577,0.679865771812081,"bare",0,3.15,0,4612.43,3.9
"14518",2.07046979865772,0.679865771812081,"bare",0,3.17,0,4642.59,3.92
"14519",2.08389261744966,0.679865771812081,"bare",0,3.19,0,4672.75,3.94
"14520",2.09731543624161,0.679865771812081,"bare",0,3.21,0,4702.92,3.96
"14521",2.11073825503356,0.679865771812081,"bare",0,3.23,0,4733.08,3.98
"14522",2.1241610738255,0.679865771812081,"bare",0,3.25,0,4763.25,3.99
"14523",2.13758389261745,0.679865771812081,"bare",0,3.27,0,4793.41,4.01
"14524",2.1510067114094,0.679865771812081,"bare",0,3.29,0,4823.58,4.03
"14525",2.16442953020134,0.679865771812081,"bare",0,3.31,0,4853.75,4.05
"14526",2.17785234899329,0.679865771812081,"bare",0,3.33,0,4883.92,4.07
"14527",2.19127516778523,0.679865771812081,"bare",0,3.35,0,4914.09,4.09
"14528",2.20469798657718,0.679865771812081,"bare",0,3.37,0,4944.26,4.11
"14529",2.21812080536913,0.679865771812081,"bare",0,3.39,0,4974.43,4.13
"14530",2.23154362416107,0.679865771812081,"bare",0,3.41,0,5004.6,4.15
"14531",2.24496644295302,0.679865771812081,"bare",0,3.43,0,5034.77,4.16
"14532",2.25838926174497,0.679865771812081,"bare",0,3.45,0,5064.95,4.18
"14533",2.27181208053691,0.679865771812081,"bare",0,3.47,0,5095.12,4.2
"14534",2.28523489932886,0.679865771812081,"bare",0,3.49,0,5125.3,4.22
"14535",2.29865771812081,0.679865771812081,"bare",0,3.51,0,5155.47,4.24
"14536",2.31208053691275,0.679865771812081,"bare",0,3.53,0,5185.65,4.26
"14537",2.3255033557047,0.679865771812081,"bare",0,3.55,0,5215.83,4.28
"14538",2.33892617449664,0.679865771812081,"bare",0,3.57,0,5246.01,4.3
"14539",2.35234899328859,0.679865771812081,"bare",0,3.6,0,5276.18,4.32
"14540",2.36577181208054,0.679865771812081,"bare",0,3.62,0,5306.36,4.34
"14541",2.37919463087248,0.679865771812081,"bare",0,3.64,0,5336.55,4.35
"14542",2.39261744966443,0.679865771812081,"bare",0,3.66,0,5366.73,4.37
"14543",2.40604026845638,0.679865771812081,"bare",0,3.68,0,5396.91,4.39
"14544",2.41946308724832,0.679865771812081,"bare",0,3.7,0,5427.09,4.41
"14545",2.43288590604027,0.679865771812081,"bare",0,3.72,0,5457.28,4.43
"14546",2.44630872483221,0.679865771812081,"bare",0,3.74,0,5487.46,4.45
"14547",2.45973154362416,0.679865771812081,"bare",0,3.76,0,5517.65,4.47
"14548",2.47315436241611,0.679865771812081,"bare",0,3.78,0,5547.84,4.49
"14549",2.48657718120805,0.679865771812081,"bare",0,3.8,0,5578.03,4.51
"14550",2.5,0.679865771812081,"bare",0,3.82,0,5608.21,4.52
"14551",0.5,0.685906040268456,"seagrass",1071.33,0.96,8.82,14543.93,0
"14552",0.513422818791946,0.685906040268456,"seagrass",1085.69,0.99,8.93,14752.17,0
"14553",0.526845637583893,0.685906040268456,"seagrass",1100.06,1.02,9.04,14960.42,0
"14554",0.540268456375839,0.685906040268456,"seagrass",1114.43,1.04,9.15,15168.68,0.01
"14555",0.553691275167785,0.685906040268456,"seagrass",1128.8,1.07,9.26,15376.95,0.01
"14556",0.567114093959732,0.685906040268456,"seagrass",1143.17,1.09,9.38,15585.23,0.01
"14557",0.580536912751678,0.685906040268456,"seagrass",1157.54,1.12,9.49,15793.51,0.01
"14558",0.593959731543624,0.685906040268456,"seagrass",1171.91,1.15,9.6,16001.8,0.01
"14559",0.60738255033557,0.685906040268456,"seagrass",1186.28,1.17,9.71,16210.1,0.01
"14560",0.620805369127517,0.685906040268456,"seagrass",1200.65,1.2,9.82,16418.4,0.01
"14561",0.634228187919463,0.685906040268456,"seagrass",1215.02,1.22,9.93,16626.7,0.01
"14562",0.647651006711409,0.685906040268456,"seagrass",1229.39,1.25,10.04,16835.01,0.01
"14563",0.661073825503356,0.685906040268456,"seagrass",1243.75,1.27,10.15,17043.32,0.01
"14564",0.674496644295302,0.685906040268456,"seagrass",1258.12,1.3,10.26,17251.63,0.01
"14565",0.687919463087248,0.685906040268456,"seagrass",1272.49,1.32,10.37,17459.94,0.01
"14566",0.701342281879195,0.685906040268456,"seagrass",1286.86,1.35,10.48,17668.25,0.01
"14567",0.714765100671141,0.685906040268456,"seagrass",1301.23,1.38,10.59,17876.56,0.01
"14568",0.728187919463087,0.685906040268456,"seagrass",1315.59,1.4,10.7,18084.87,0.01
"14569",0.741610738255034,0.685906040268456,"seagrass",1329.96,1.43,10.82,18293.18,0.01
"14570",0.75503355704698,0.685906040268456,"seagrass",1344.33,1.45,10.93,18501.48,0.01
"14571",0.768456375838926,0.685906040268456,"seagrass",1358.69,1.48,11.04,18709.78,0.01
"14572",0.781879194630873,0.685906040268456,"seagrass",1373.06,1.5,11.15,18918.08,0.01
"14573",0.795302013422819,0.685906040268456,"seagrass",1387.42,1.53,11.26,19126.37,0.01
"14574",0.808724832214765,0.685906040268456,"seagrass",1401.78,1.55,11.37,19334.66,0.01
"14575",0.822147651006711,0.685906040268456,"seagrass",1416.14,1.58,11.48,19542.94,0.01
"14576",0.835570469798658,0.685906040268456,"seagrass",1430.5,1.61,11.59,19751.21,0.01
"14577",0.848993288590604,0.685906040268456,"seagrass",1444.86,1.63,11.7,19959.47,0.01
"14578",0.86241610738255,0.685906040268456,"seagrass",1459.22,1.66,11.81,20167.72,0.01
"14579",0.875838926174497,0.685906040268456,"seagrass",1473.58,1.68,11.92,20375.96,0.01
"14580",0.889261744966443,0.685906040268456,"seagrass",1487.93,1.71,12.02,20584.19,0.01
"14581",0.902684563758389,0.685906040268456,"seagrass",1502.29,1.73,12.13,20792.41,0.01
"14582",0.916107382550336,0.685906040268456,"seagrass",1516.64,1.76,12.24,21000.61,0.01
"14583",0.929530201342282,0.685906040268456,"seagrass",1530.99,1.78,12.35,21208.8,0.01
"14584",0.942953020134228,0.685906040268456,"seagrass",1545.34,1.81,12.46,21416.97,0.01
"14585",0.956375838926175,0.685906040268456,"seagrass",1559.69,1.84,12.57,21625.13,0.01
"14586",0.969798657718121,0.685906040268456,"bistable",1574.03,1.86,12.68,21833.27,0.01
"14587",0.983221476510067,0.685906040268456,"bistable",1588.37,1.89,12.79,22041.39,0.01
"14588",0.996644295302013,0.685906040268456,"bistable",1602.71,1.91,12.9,22249.48,0.01
"14589",1.01006711409396,0.685906040268456,"bistable",1617.05,1.94,13.01,22457.56,0.01
"14590",1.02348993288591,0.685906040268456,"bistable",1631.39,1.96,13.12,22665.61,0.01
"14591",1.03691275167785,0.685906040268456,"bistable",1645.72,1.99,13.23,22873.63,0.01
"14592",1.0503355704698,0.685906040268456,"bistable",1660.05,2.01,13.33,23081.63,0.01
"14593",1.06375838926175,0.685906040268456,"bistable",1674.38,2.04,13.44,23289.6,0.01
"14594",1.07718120805369,0.685906040268456,"bistable",1688.7,2.06,13.55,23497.54,0.01
"14595",1.09060402684564,0.685906040268456,"bistable",1703.03,2.09,13.66,23705.45,0.01
"14596",1.10402684563758,0.685906040268456,"bistable",1717.34,2.11,13.77,23913.32,0.01
"14597",1.11744966442953,0.685906040268456,"bistable",1731.66,2.14,13.88,24121.15,0.01
"14598",1.13087248322148,0.685906040268456,"bistable",1745.97,2.17,13.98,24328.95,0.01
"14599",1.14429530201342,0.685906040268456,"bistable",1760.28,2.19,14.09,24536.7,0.01
"14600",1.15771812080537,0.685906040268456,"bistable",1774.58,2.22,14.2,24744.41,0.01
"14601",1.17114093959732,0.685906040268456,"bistable",1788.88,2.24,14.31,24952.08,0.01
"14602",1.18456375838926,0.685906040268456,"bistable",1803.17,2.27,14.42,25159.69,0.01
"14603",1.19798657718121,0.685906040268456,"bistable",1817.46,2.29,14.52,25367.26,0.01
"14604",1.21140939597315,0.685906040268456,"bistable",1831.74,2.32,14.63,25574.76,0.01
"14605",1.2248322147651,0.685906040268456,"bistable",1846.02,2.34,14.74,25782.21,0.01
"14606",1.23825503355705,0.685906040268456,"bistable",1860.3,2.37,14.85,25989.59,0.01
"14607",1.25167785234899,0.685906040268456,"bistable",1874.56,2.39,14.95,26196.91,0.01
"14608",1.26510067114094,0.685906040268456,"bistable",1888.82,2.42,15.06,26404.16,0.01
"14609",1.27852348993289,0.685906040268456,"bistable",1903.07,2.44,15.17,26611.33,0.01
"14610",1.29194630872483,0.685906040268456,"bistable",1917.32,2.47,15.27,26818.42,0.01
"14611",1.30536912751678,0.685906040268456,"bistable",1931.56,2.49,15.38,27025.42,0.01
"14612",1.31879194630872,0.685906040268456,"bistable",1945.79,2.52,15.49,27232.33,0.01
"14613",1.33221476510067,0.685906040268456,"bistable",1960.01,2.54,15.6,27439.14,0.01
"14614",1.34563758389262,0.685906040268456,"bistable",1974.22,2.57,15.7,27645.85,0.01
"14615",1.35906040268456,0.685906040268456,"bistable",1988.42,2.59,15.81,27852.45,0.01
"14616",1.37248322147651,0.685906040268456,"bistable",2002.62,2.62,15.91,28058.92,0.02
"14617",1.38590604026846,0.685906040268456,"bistable",2016.8,2.64,16.02,28265.27,0.02
"14618",1.3993288590604,0.685906040268456,"bistable",2030.96,2.67,16.13,28471.48,0.02
"14619",1.41275167785235,0.685906040268456,"bistable",2045.12,2.69,16.23,28677.54,0.02
"14620",1.4261744966443,0.685906040268456,"bistable",2059.26,2.72,16.34,28883.44,0.02
"14621",1.43959731543624,0.685906040268456,"bistable",2073.38,2.74,16.44,29089.16,0.02
"14622",1.45302013422819,0.685906040268456,"bistable",2087.49,2.77,16.55,29294.7,0.02
"14623",1.46644295302013,0.685906040268456,"bistable",2101.59,2.79,16.65,29500.04,0.02
"14624",1.47986577181208,0.685906040268456,"bistable",2115.66,2.82,16.76,29705.17,0.02
"14625",1.49328859060403,0.685906040268456,"bistable",2129.71,2.84,16.86,29910.05,0.02
"14626",1.50671140939597,0.685906040268456,"bistable",2143.74,2.87,16.97,30114.68,0.02
"14627",1.52013422818792,0.685906040268456,"bistable",2157.75,2.89,17.07,30319.03,0.02
"14628",1.53355704697987,0.685906040268456,"bistable",2171.73,2.92,17.18,30523.07,0.02
"14629",1.54697986577181,0.685906040268456,"bistable",2185.68,2.94,17.28,30726.78,0.02
"14630",1.56040268456376,0.685906040268456,"bistable",2199.6,2.97,17.38,30930.12,0.02
"14631",1.5738255033557,0.685906040268456,"bistable",2213.49,2.99,17.49,31133.06,0.02
"14632",1.58724832214765,0.685906040268456,"bistable",2227.34,3.02,17.59,31335.56,0.03
"14633",1.6006711409396,0.685906040268456,"bistable",2241.14,3.04,17.69,31537.56,0.03
"14634",1.61409395973154,0.685906040268456,"bistable",2254.9,3.07,17.79,31739.01,0.03
"14635",1.62751677852349,0.685906040268456,"bistable",2268.61,3.09,17.89,31939.86,0.03
"14636",1.64093959731544,0.685906040268456,"bistable",2282.26,3.12,18,32140.03,0.03
"14637",1.65436241610738,0.685906040268456,"bistable",2295.84,3.14,18.1,32339.43,0.03
"14638",1.66778523489933,0.685906040268456,"bistable",2309.35,3.17,18.2,32537.96,0.03
"14639",1.68120805369128,0.685906040268456,"bistable",2322.78,3.19,18.29,32735.52,0.03
"14640",1.69463087248322,0.685906040268456,"bistable",2336.11,3.22,18.39,32931.97,0.04
"14641",1.70805369127517,0.685906040268456,"bistable",2349.33,3.24,18.49,33127.13,0.04
"14642",1.72147651006711,0.685906040268456,"bistable",2362.43,3.27,18.59,33320.83,0.04
"14643",1.73489932885906,0.685906040268456,"bistable",2375.38,3.29,18.68,33512.8,0.04
"14644",1.74832214765101,0.685906040268456,"bistable",2388.17,3.32,18.78,33702.78,0.05
"14645",1.76174496644295,0.685906040268456,"bistable",2400.75,3.34,18.87,33890.38,0.05
"14646",1.7751677852349,0.685906040268456,"bistable",2413.09,3.37,18.96,34075.16,0.05
"14647",1.78859060402685,0.685906040268456,"bistable",2425.15,3.39,19.05,34256.53,0.06
"14648",1.80201342281879,0.685906040268456,"bistable",2436.85,3.42,19.14,34433.74,0.06
"14649",1.81543624161074,0.685906040268456,"bistable",2448.11,3.44,19.22,34605.8,0.07
"14650",1.82885906040268,0.685906040268456,"bistable",2458.83,3.47,19.3,34771.37,0.07
"14651",1.84228187919463,0.685906040268456,"bistable",2468.84,3.49,19.37,34928.61,0.08
"14652",1.85570469798658,0.685906040268456,"bistable",2477.92,3.52,19.44,35074.92,0.09
"14653",1.86912751677852,0.685906040268456,"bistable",2485.76,3.54,19.49,35206.47,0.1
"14654",1.88255033557047,0.685906040268456,"bistable",2491.85,3.57,19.54,35317.4,0.11
"14655",1.89597315436242,0.685906040268456,"bistable",2495.39,3.59,19.56,35398.27,0.13
"14656",1.90939597315436,0.685906040268456,"bistable",2495.02,3.62,19.56,35432.78,0.16
"14657",1.92281879194631,0.685906040268456,"bistable",2488.11,3.64,19.51,35390.09,0.19
"14658",1.93624161073825,0.685906040268456,"bistable",2469.03,3.67,19.36,35203.54,0.25
"14659",1.9496644295302,0.685906040268456,"bistable",2422.63,3.7,19.02,34694.2,0.35
"14660",1.96308724832215,0.685906040268456,"bistable",2284.71,3.73,17.99,33102.98,0.61
"14661",1.97651006711409,0.685906040268456,"bare",0,3.03,0,4436.49,3.79
"14662",1.98993288590604,0.685906040268456,"bare",0,3.05,0,4466.69,3.81
"14663",2.00335570469799,0.685906040268456,"bare",0,3.07,0,4496.88,3.83
"14664",2.01677852348993,0.685906040268456,"bare",0,3.09,0,4527.07,3.85
"14665",2.03020134228188,0.685906040268456,"bare",0,3.11,0,4557.26,3.87
"14666",2.04362416107383,0.685906040268456,"bare",0,3.13,0,4587.46,3.88
"14667",2.05704697986577,0.685906040268456,"bare",0,3.15,0,4617.65,3.9
"14668",2.07046979865772,0.685906040268456,"bare",0,3.17,0,4647.85,3.92
"14669",2.08389261744966,0.685906040268456,"bare",0,3.19,0,4678.05,3.94
"14670",2.09731543624161,0.685906040268456,"bare",0,3.21,0,4708.25,3.96
"14671",2.11073825503356,0.685906040268456,"bare",0,3.23,0,4738.44,3.98
"14672",2.1241610738255,0.685906040268456,"bare",0,3.25,0,4768.64,4
"14673",2.13758389261745,0.685906040268456,"bare",0,3.27,0,4798.84,4.02
"14674",2.1510067114094,0.685906040268456,"bare",0,3.29,0,4829.05,4.04
"14675",2.16442953020134,0.685906040268456,"bare",0,3.31,0,4859.25,4.05
"14676",2.17785234899329,0.685906040268456,"bare",0,3.33,0,4889.45,4.07
"14677",2.19127516778523,0.685906040268456,"bare",0,3.35,0,4919.65,4.09
"14678",2.20469798657718,0.685906040268456,"bare",0,3.37,0,4949.86,4.11
"14679",2.21812080536913,0.685906040268456,"bare",0,3.39,0,4980.06,4.13
"14680",2.23154362416107,0.685906040268456,"bare",0,3.42,0,5010.27,4.15
"14681",2.24496644295302,0.685906040268456,"bare",0,3.44,0,5040.48,4.17
"14682",2.25838926174497,0.685906040268456,"bare",0,3.46,0,5070.69,4.19
"14683",2.27181208053691,0.685906040268456,"bare",0,3.48,0,5100.89,4.21
"14684",2.28523489932886,0.685906040268456,"bare",0,3.5,0,5131.1,4.23
"14685",2.29865771812081,0.685906040268456,"bare",0,3.52,0,5161.31,4.24
"14686",2.31208053691275,0.685906040268456,"bare",0,3.54,0,5191.53,4.26
"14687",2.3255033557047,0.685906040268456,"bare",0,3.56,0,5221.74,4.28
"14688",2.33892617449664,0.685906040268456,"bare",0,3.58,0,5251.95,4.3
"14689",2.35234899328859,0.685906040268456,"bare",0,3.6,0,5282.16,4.32
"14690",2.36577181208054,0.685906040268456,"bare",0,3.62,0,5312.38,4.34
"14691",2.37919463087248,0.685906040268456,"bare",0,3.64,0,5342.59,4.36
"14692",2.39261744966443,0.685906040268456,"bare",0,3.66,0,5372.81,4.38
"14693",2.40604026845638,0.685906040268456,"bare",0,3.68,0,5403.03,4.4
"14694",2.41946308724832,0.685906040268456,"bare",0,3.7,0,5433.25,4.41
"14695",2.43288590604027,0.685906040268456,"bare",0,3.72,0,5463.46,4.43
"14696",2.44630872483221,0.685906040268456,"bare",0,3.74,0,5493.68,4.45
"14697",2.45973154362416,0.685906040268456,"bare",0,3.76,0,5523.9,4.47
"14698",2.47315436241611,0.685906040268456,"bare",0,3.78,0,5554.13,4.49
"14699",2.48657718120805,0.685906040268456,"bare",0,3.8,0,5584.35,4.51
"14700",2.5,0.685906040268456,"bare",0,3.82,0,5614.57,4.53
"14701",0.5,0.691946308724832,"seagrass",1071.34,0.96,8.82,14544.13,0
"14702",0.513422818791946,0.691946308724832,"seagrass",1085.71,0.99,8.93,14752.38,0
"14703",0.526845637583893,0.691946308724832,"seagrass",1100.08,1.02,9.04,14960.63,0
"14704",0.540268456375839,0.691946308724832,"seagrass",1114.45,1.04,9.15,15168.89,0.01
"14705",0.553691275167785,0.691946308724832,"seagrass",1128.82,1.07,9.26,15377.17,0.01
"14706",0.567114093959732,0.691946308724832,"seagrass",1143.18,1.09,9.38,15585.45,0.01
"14707",0.580536912751678,0.691946308724832,"seagrass",1157.55,1.12,9.49,15793.73,0.01
"14708",0.593959731543624,0.691946308724832,"seagrass",1171.92,1.15,9.6,16002.02,0.01
"14709",0.60738255033557,0.691946308724832,"seagrass",1186.29,1.17,9.71,16210.32,0.01
"14710",0.620805369127517,0.691946308724832,"seagrass",1200.66,1.2,9.82,16418.62,0.01
"14711",0.634228187919463,0.691946308724832,"seagrass",1215.03,1.22,9.93,16626.93,0.01
"14712",0.647651006711409,0.691946308724832,"seagrass",1229.4,1.25,10.04,16835.24,0.01
"14713",0.661073825503356,0.691946308724832,"seagrass",1243.77,1.27,10.15,17043.55,0.01
"14714",0.674496644295302,0.691946308724832,"seagrass",1258.14,1.3,10.26,17251.86,0.01
"14715",0.687919463087248,0.691946308724832,"seagrass",1272.51,1.32,10.37,17460.18,0.01
"14716",0.701342281879195,0.691946308724832,"seagrass",1286.88,1.35,10.48,17668.49,0.01
"14717",0.714765100671141,0.691946308724832,"seagrass",1301.24,1.38,10.59,17876.8,0.01
"14718",0.728187919463087,0.691946308724832,"seagrass",1315.61,1.4,10.7,18085.11,0.01
"14719",0.741610738255034,0.691946308724832,"seagrass",1329.98,1.43,10.82,18293.42,0.01
"14720",0.75503355704698,0.691946308724832,"seagrass",1344.34,1.45,10.93,18501.73,0.01
"14721",0.768456375838926,0.691946308724832,"seagrass",1358.71,1.48,11.04,18710.03,0.01
"14722",0.781879194630873,0.691946308724832,"seagrass",1373.07,1.5,11.15,18918.33,0.01
"14723",0.795302013422819,0.691946308724832,"seagrass",1387.44,1.53,11.26,19126.62,0.01
"14724",0.808724832214765,0.691946308724832,"seagrass",1401.8,1.55,11.37,19334.91,0.01
"14725",0.822147651006711,0.691946308724832,"seagrass",1416.16,1.58,11.48,19543.19,0.01
"14726",0.835570469798658,0.691946308724832,"seagrass",1430.52,1.61,11.59,19751.46,0.01
"14727",0.848993288590604,0.691946308724832,"seagrass",1444.88,1.63,11.7,19959.73,0.01
"14728",0.86241610738255,0.691946308724832,"seagrass",1459.24,1.66,11.81,20167.98,0.01
"14729",0.875838926174497,0.691946308724832,"seagrass",1473.6,1.68,11.92,20376.22,0.01
"14730",0.889261744966443,0.691946308724832,"seagrass",1487.95,1.71,12.02,20584.46,0.01
"14731",0.902684563758389,0.691946308724832,"seagrass",1502.31,1.73,12.13,20792.67,0.01
"14732",0.916107382550336,0.691946308724832,"seagrass",1516.66,1.76,12.24,21000.88,0.01
"14733",0.929530201342282,0.691946308724832,"seagrass",1531.01,1.78,12.35,21209.07,0.01
"14734",0.942953020134228,0.691946308724832,"seagrass",1545.36,1.81,12.46,21417.24,0.01
"14735",0.956375838926175,0.691946308724832,"seagrass",1559.7,1.84,12.57,21625.4,0.01
"14736",0.969798657718121,0.691946308724832,"bistable",1574.05,1.86,12.68,21833.54,0.01
"14737",0.983221476510067,0.691946308724832,"bistable",1588.39,1.89,12.79,22041.66,0.01
"14738",0.996644295302013,0.691946308724832,"bistable",1602.73,1.91,12.9,22249.76,0.01
"14739",1.01006711409396,0.691946308724832,"bistable",1617.07,1.94,13.01,22457.83,0.01
"14740",1.02348993288591,0.691946308724832,"bistable",1631.41,1.96,13.12,22665.89,0.01
"14741",1.03691275167785,0.691946308724832,"bistable",1645.74,1.99,13.23,22873.91,0.01
"14742",1.0503355704698,0.691946308724832,"bistable",1660.07,2.01,13.33,23081.91,0.01
"14743",1.06375838926175,0.691946308724832,"bistable",1674.4,2.04,13.44,23289.88,0.01
"14744",1.07718120805369,0.691946308724832,"bistable",1688.72,2.06,13.55,23497.82,0.01
"14745",1.09060402684564,0.691946308724832,"bistable",1703.05,2.09,13.66,23705.73,0.01
"14746",1.10402684563758,0.691946308724832,"bistable",1717.36,2.11,13.77,23913.6,0.01
"14747",1.11744966442953,0.691946308724832,"bistable",1731.68,2.14,13.88,24121.44,0.01
"14748",1.13087248322148,0.691946308724832,"bistable",1745.99,2.17,13.98,24329.24,0.01
"14749",1.14429530201342,0.691946308724832,"bistable",1760.3,2.19,14.09,24536.99,0.01
"14750",1.15771812080537,0.691946308724832,"bistable",1774.6,2.22,14.2,24744.7,0.01
"14751",1.17114093959732,0.691946308724832,"bistable",1788.9,2.24,14.31,24952.37,0.01
"14752",1.18456375838926,0.691946308724832,"bistable",1803.19,2.27,14.42,25159.99,0.01
"14753",1.19798657718121,0.691946308724832,"bistable",1817.48,2.29,14.52,25367.55,0.01
"14754",1.21140939597315,0.691946308724832,"bistable",1831.76,2.32,14.63,25575.06,0.01
"14755",1.2248322147651,0.691946308724832,"bistable",1846.04,2.34,14.74,25782.51,0.01
"14756",1.23825503355705,0.691946308724832,"bistable",1860.32,2.37,14.85,25989.89,0.01
"14757",1.25167785234899,0.691946308724832,"bistable",1874.58,2.39,14.95,26197.21,0.01
"14758",1.26510067114094,0.691946308724832,"bistable",1888.84,2.42,15.06,26404.46,0.01
"14759",1.27852348993289,0.691946308724832,"bistable",1903.1,2.44,15.17,26611.63,0.01
"14760",1.29194630872483,0.691946308724832,"bistable",1917.34,2.47,15.28,26818.72,0.01
"14761",1.30536912751678,0.691946308724832,"bistable",1931.58,2.49,15.38,27025.72,0.01
"14762",1.31879194630872,0.691946308724832,"bistable",1945.81,2.52,15.49,27232.63,0.01
"14763",1.33221476510067,0.691946308724832,"bistable",1960.03,2.54,15.6,27439.45,0.01
"14764",1.34563758389262,0.691946308724832,"bistable",1974.24,2.57,15.7,27646.15,0.01
"14765",1.35906040268456,0.691946308724832,"bistable",1988.44,2.59,15.81,27852.75,0.01
"14766",1.37248322147651,0.691946308724832,"bistable",2002.64,2.62,15.91,28059.23,0.02
"14767",1.38590604026846,0.691946308724832,"bistable",2016.82,2.64,16.02,28265.57,0.02
"14768",1.3993288590604,0.691946308724832,"bistable",2030.98,2.67,16.13,28471.78,0.02
"14769",1.41275167785235,0.691946308724832,"bistable",2045.14,2.69,16.23,28677.84,0.02
"14770",1.4261744966443,0.691946308724832,"bistable",2059.28,2.72,16.34,28883.74,0.02
"14771",1.43959731543624,0.691946308724832,"bistable",2073.41,2.74,16.44,29089.47,0.02
"14772",1.45302013422819,0.691946308724832,"bistable",2087.52,2.77,16.55,29295.01,0.02
"14773",1.46644295302013,0.691946308724832,"bistable",2101.61,2.79,16.65,29500.35,0.02
"14774",1.47986577181208,0.691946308724832,"bistable",2115.68,2.82,16.76,29705.48,0.02
"14775",1.49328859060403,0.691946308724832,"bistable",2129.73,2.84,16.86,29910.36,0.02
"14776",1.50671140939597,0.691946308724832,"bistable",2143.77,2.87,16.97,30114.99,0.02
"14777",1.52013422818792,0.691946308724832,"bistable",2157.77,2.89,17.07,30319.34,0.02
"14778",1.53355704697987,0.691946308724832,"bistable",2171.75,2.92,17.18,30523.39,0.02
"14779",1.54697986577181,0.691946308724832,"bistable",2185.7,2.94,17.28,30727.1,0.02
"14780",1.56040268456376,0.691946308724832,"bistable",2199.62,2.97,17.38,30930.44,0.02
"14781",1.5738255033557,0.691946308724832,"bistable",2213.51,2.99,17.49,31133.38,0.02
"14782",1.58724832214765,0.691946308724832,"bistable",2227.36,3.02,17.59,31335.87,0.03
"14783",1.6006711409396,0.691946308724832,"bistable",2241.16,3.04,17.69,31537.88,0.03
"14784",1.61409395973154,0.691946308724832,"bistable",2254.92,3.07,17.79,31739.33,0.03
