"","sh","temp","stability","S_seagrass","S_bistable","S_bare","CA_seagrass","CA_bistable","CA_bare","CS_seagrass","CS_bistable","CS_bare","CB_seagrass","CB_bistable","CB_bare","N_seagrass","N_bistable","N_bare"
"386",100,302.844630872483,"seagrass",704.61,NA,0,0.57,NA,0.15,6.87,NA,0,8091.53,NA,163.34,0.01,NA,1.15
"387",500,302.844630872483,"seagrass",222.34,NA,0,0.21,NA,0.15,3.84,NA,0,4366.28,NA,163.34,0.03,NA,1.15
"388",1000,302.844630872483,"seagrass",179.7,NA,0,0.18,NA,0.15,3.43,NA,0,3892.39,NA,163.34,0.05,NA,1.15
"389",6000,302.844630872483,"seagrass",151.77,NA,0,0.16,NA,0.15,3.12,NA,0,3531.9,NA,163.34,0.07,NA,1.15
"390",10000,302.844630872483,"seagrass",149.73,NA,0,0.15,NA,0.15,3.1,NA,0,3503.11,NA,163.34,0.08,NA,1.15
"391",22.7,302.907046979866,"seagrass",1025.99,NA,0,0.81,NA,0.15,8.46,NA,0,10070.08,NA,162.35,0.01,NA,1.15
"392",100,302.907046979866,"seagrass",704.55,NA,0,0.57,NA,0.15,6.87,NA,0,8051.66,NA,162.35,0.01,NA,1.15
"393",500,302.907046979866,"seagrass",222.15,NA,0,0.21,NA,0.15,3.83,NA,0,4342.24,NA,162.35,0.03,NA,1.15
"394",1000,302.907046979866,"seagrass",179.42,NA,0,0.18,NA,0.15,3.43,NA,0,3868.24,NA,162.35,0.05,NA,1.15
"395",6000,302.907046979866,"seagrass",151.28,NA,0,0.16,NA,0.15,3.11,NA,0,3504.28,NA,162.35,0.08,NA,1.15
"396",10000,302.907046979866,"seagrass",149.22,NA,0,0.15,NA,0.15,3.09,NA,0,3474.94,NA,162.35,0.08,NA,1.15
"397",22.7,302.969463087248,"seagrass",1025.95,NA,0,0.81,NA,0.15,8.46,NA,0,10020.59,NA,161.36,0.01,NA,1.15
"398",100,302.969463087248,"seagrass",704.49,NA,0,0.57,NA,0.15,6.87,NA,0,8011.97,NA,161.36,0.01,NA,1.15
"399",500,302.969463087248,"seagrass",221.95,NA,0,0.21,NA,0.15,3.83,NA,0,4318.12,NA,161.36,0.03,NA,1.15
"400",1000,302.969463087248,"seagrass",179.11,NA,0,0.18,NA,0.15,3.42,NA,0,3843.73,NA,161.36,0.05,NA,1.15
"401",6000,302.969463087248,"seagrass",150.73,NA,0,0.15,NA,0.15,3.1,NA,0,3475.53,NA,161.36,0.08,NA,1.15
"402",10000,302.969463087248,"seagrass",148.64,NA,0,0.15,NA,0.15,3.07,NA,0,3445.52,NA,161.36,0.08,NA,1.15
"403",22.7,303.031879194631,"seagrass",1025.9,NA,0,0.81,NA,0.15,8.46,NA,0,9971.34,NA,160.38,0.01,NA,1.15
"404",100,303.031879194631,"seagrass",704.43,NA,0,0.57,NA,0.15,6.87,NA,0,7972.47,NA,160.38,0.01,NA,1.15
"405",500,303.031879194631,"seagrass",221.74,NA,0,0.21,NA,0.15,3.83,NA,0,4293.89,NA,160.38,0.03,NA,1.15
"406",1000,303.031879194631,"seagrass",178.77,NA,0,0.18,NA,0.15,3.42,NA,0,3818.8,NA,160.38,0.05,NA,1.15
"407",6000,303.031879194631,"seagrass",150.11,NA,0,0.15,NA,0.15,3.09,NA,0,3445.42,NA,160.38,0.09,NA,1.15
"408",10000,303.031879194631,"seagrass",147.98,NA,0,0.15,NA,0.15,3.06,NA,0,3414.58,NA,160.38,0.09,NA,1.15
"409",22.7,303.094295302013,"seagrass",1025.86,NA,0,0.81,NA,0.15,8.46,NA,0,9922.34,NA,159.41,0.01,NA,1.15
"410",100,303.094295302013,"seagrass",704.37,NA,0,0.57,NA,0.15,6.87,NA,0,7933.14,NA,159.41,0.01,NA,1.15
"411",500,303.094295302013,"seagrass",221.5,NA,0,0.21,NA,0.15,3.82,NA,0,4269.52,NA,159.41,0.03,NA,1.15
"412",1000,303.094295302013,"seagrass",178.39,NA,0,0.17,NA,0.15,3.41,NA,0,3793.35,NA,159.41,0.05,NA,1.15
"413",6000,303.094295302013,"seagrass",149.41,NA,0,0.15,NA,0.15,3.07,NA,0,3413.64,NA,159.41,0.09,NA,1.15
"414",10000,303.094295302013,"seagrass",147.23,NA,0,0.15,NA,0.15,3.04,NA,0,3381.79,NA,159.41,0.09,NA,1.15
"415",22.7,303.156711409396,"seagrass",1025.81,NA,0,0.81,NA,0.15,8.46,NA,0,9873.57,NA,158.45,0.01,NA,1.15
"416",100,303.156711409396,"seagrass",704.3,NA,0,0.57,NA,0.15,6.87,NA,0,7893.98,NA,158.45,0.01,NA,1.15
"417",500,303.156711409396,"seagrass",221.25,NA,0,0.21,NA,0.15,3.82,NA,0,4245,NA,158.45,0.03,NA,1.15
"418",1000,303.156711409396,"seagrass",177.97,NA,0,0.17,NA,0.15,3.4,NA,0,3767.31,NA,158.45,0.06,NA,1.15
"419",6000,303.156711409396,"seagrass",148.59,NA,0,0.15,NA,0.15,3.06,NA,0,3379.8,NA,158.45,0.1,NA,1.15
"420",10000,303.156711409396,"seagrass",146.36,NA,0,0.15,NA,0.15,3.03,NA,0,3346.7,NA,158.45,0.1,NA,1.15
"421",22.7,303.219127516779,"seagrass",1025.76,NA,0,0.81,NA,0.15,8.46,NA,0,9825.04,NA,157.48,0.01,NA,1.15
"422",100,303.219127516779,"seagrass",704.23,NA,0,0.57,NA,0.15,6.86,NA,0,7855,NA,157.48,0.01,NA,1.15
"423",500,303.219127516779,"seagrass",220.98,NA,0,0.21,NA,0.15,3.82,NA,0,4220.27,NA,157.48,0.04,NA,1.15
"424",1000,303.219127516779,"seagrass",177.51,NA,0,0.17,NA,0.15,3.39,NA,0,3740.55,NA,157.48,0.06,NA,1.15
"425",6000,303.219127516779,"seagrass",147.65,NA,0,0.15,NA,0.15,3.04,NA,0,3343.38,NA,157.48,0.1,NA,1.15
"426",10000,303.219127516779,"seagrass",145.34,NA,0,0.15,NA,0.15,3.01,NA,0,3308.71,NA,157.48,0.11,NA,1.15
"427",22.7,303.281543624161,"seagrass",1025.71,NA,0,0.81,NA,0.15,8.45,NA,0,9776.75,NA,156.53,0.01,NA,1.15
"428",100,303.281543624161,"seagrass",704.15,NA,0,0.57,NA,0.15,6.86,NA,0,7816.18,NA,156.53,0.01,NA,1.15
"429",500,303.281543624161,"seagrass",220.68,NA,0,0.21,NA,0.15,3.81,NA,0,4195.31,NA,156.53,0.04,NA,1.15
"430",1000,303.281543624161,"seagrass",176.99,NA,0,0.17,NA,0.15,3.38,NA,0,3712.93,NA,156.53,0.06,NA,1.15
"431",6000,303.281543624161,"seagrass",146.53,NA,0,0.15,NA,0.15,3.02,NA,0,3303.67,NA,156.53,0.11,NA,1.15
"432",10000,303.281543624161,"seagrass",144.14,NA,0,0.15,NA,0.15,2.98,NA,0,3267,NA,156.53,0.12,NA,1.15
"433",22.7,303.343959731544,"seagrass",1025.65,NA,0,0.8,NA,0.15,8.45,NA,0,9728.68,NA,155.58,0.01,NA,1.15
"434",100,303.343959731544,"seagrass",704.07,NA,0,0.57,NA,0.15,6.86,NA,0,7777.53,NA,155.58,0.01,NA,1.15
"435",500,303.343959731544,"seagrass",220.36,NA,0,0.21,NA,0.15,3.81,NA,0,4170.06,NA,155.58,0.04,NA,1.15
"436",1000,303.343959731544,"seagrass",176.41,NA,0,0.17,NA,0.15,3.37,NA,0,3684.26,NA,155.58,0.06,NA,1.15
"437",6000,303.343959731544,"seagrass",145.2,NA,0,0.15,NA,0.15,2.99,NA,0,3259.7,NA,155.58,0.12,NA,1.15
"438",10000,303.343959731544,"seagrass",142.69,NA,0,0.15,NA,0.15,2.95,NA,0,3220.44,NA,155.58,0.13,NA,1.15
"439",22.7,303.406375838926,"seagrass",1025.6,NA,0,0.8,NA,0.15,8.45,NA,0,9680.85,NA,154.63,0.01,NA,1.15
"440",100,303.406375838926,"seagrass",703.98,NA,0,0.57,NA,0.15,6.86,NA,0,7739.04,NA,154.63,0.01,NA,1.15
"441",500,303.406375838926,"seagrass",220,NA,0,0.21,NA,0.15,3.8,NA,0,4144.48,NA,154.63,0.04,NA,1.15
"442",1000,303.406375838926,"seagrass",175.74,NA,0,0.17,NA,0.15,3.36,NA,0,3654.31,NA,154.63,0.07,NA,1.15
"443",6000,303.406375838926,"seagrass",143.59,NA,0,0.15,NA,0.15,2.96,NA,0,3210.05,NA,154.63,0.13,NA,1.15
"444",10000,303.406375838926,"seagrass",140.92,NA,0,0.15,NA,0.15,2.92,NA,0,3167.35,NA,154.63,0.14,NA,1.15
"445",22.7,303.468791946309,"seagrass",1025.54,NA,0,0.8,NA,0.15,8.45,NA,0,9633.24,NA,153.69,0.01,NA,1.15
"446",100,303.468791946309,"seagrass",703.89,NA,0,0.56,NA,0.15,6.86,NA,0,7700.71,NA,153.69,0.01,NA,1.15
"447",500,303.468791946309,"seagrass",219.61,NA,0,0.21,NA,0.15,3.8,NA,0,4118.5,NA,153.69,0.04,NA,1.15
"448",1000,303.468791946309,"seagrass",174.98,NA,0,0.17,NA,0.15,3.35,NA,0,3622.78,NA,153.69,0.07,NA,1.15
"449",6000,303.468791946309,"seagrass",141.58,NA,0,0.15,NA,0.15,2.91,NA,0,3152.64,NA,153.69,0.14,NA,1.15
"450",10000,303.468791946309,"seagrass",138.7,NA,0,0.15,NA,0.15,2.87,NA,0,3105.23,NA,153.69,0.16,NA,1.15
"451",22.7,303.531208053691,"seagrass",1025.47,NA,0,0.8,NA,0.15,8.45,NA,0,9585.85,NA,152.76,0.01,NA,1.15
"452",100,303.531208053691,"seagrass",703.79,NA,0,0.56,NA,0.15,6.86,NA,0,7662.54,NA,152.76,0.01,NA,1.15
"453",500,303.531208053691,"seagrass",219.17,NA,0,0.2,NA,0.15,3.79,NA,0,4092.04,NA,152.76,0.04,NA,1.15
"454",1000,303.531208053691,"seagrass",174.09,NA,0,0.17,NA,0.15,3.33,NA,0,3589.27,NA,152.76,0.08,NA,1.15
"455",6000,303.531208053691,"seagrass",139.02,NA,0,0.15,NA,0.15,2.86,NA,0,3084.18,NA,152.76,0.16,NA,1.15
"456",10000,303.531208053691,"seagrass",135.84,NA,0,0.15,NA,0.15,2.81,NA,0,3030.08,NA,152.76,0.18,NA,1.15
"457",22.7,303.593624161074,"seagrass",1025.41,NA,0,0.8,NA,0.15,8.45,NA,0,9538.68,NA,151.83,0.01,NA,1.15
"458",100,303.593624161074,"seagrass",703.69,NA,0,0.56,NA,0.15,6.86,NA,0,7624.52,NA,151.83,0.01,NA,1.15
"459",500,303.593624161074,"seagrass",218.69,NA,0,0.2,NA,0.15,3.78,NA,0,4065,NA,151.83,0.04,NA,1.15
"460",1000,303.593624161074,"seagrass",173.06,NA,0,0.17,NA,0.15,3.32,NA,0,3553.23,NA,151.83,0.08,NA,1.15
"461",6000,303.593624161074,"seagrass",135.64,NA,0,0.15,NA,0.15,2.79,NA,0,2999.2,NA,151.83,0.19,NA,1.15
"462",10000,303.593624161074,"seagrass",132,NA,0,0.15,NA,0.15,2.73,NA,0,2935.14,NA,151.83,0.2,NA,1.15
"463",22.7,303.656040268456,"seagrass",1025.34,NA,0,0.8,NA,0.15,8.45,NA,0,9491.73,NA,150.91,0.01,NA,1.15
"464",100,303.656040268456,"seagrass",703.58,NA,0,0.56,NA,0.15,6.86,NA,0,7586.64,NA,150.91,0.01,NA,1.15
"465",500,303.656040268456,"seagrass",218.15,NA,0,0.2,NA,0.15,3.77,NA,0,4037.27,NA,150.91,0.05,NA,1.15
"466",1000,303.656040268456,"seagrass",171.83,NA,0,0.17,NA,0.15,3.29,NA,0,3513.9,NA,150.91,0.09,NA,1.15
"467",6000,303.656040268456,"seagrass",130.95,NA,0,0.15,NA,0.15,2.7,NA,0,2887.73,NA,150.91,0.22,NA,1.15
"468",10000,303.656040268456,"seagrass",126.57,NA,0,0.15,NA,0.15,2.62,NA,0,2807.78,NA,150.91,0.24,NA,1.15
"469",22.7,303.718456375839,"seagrass",1025.26,NA,0,0.8,NA,0.15,8.45,NA,0,9445,NA,149.99,0.01,NA,1.15
"470",100,303.718456375839,"seagrass",703.47,NA,0,0.56,NA,0.15,6.86,NA,0,7548.91,NA,149.99,0.01,NA,1.15
"471",500,303.718456375839,"seagrass",217.54,NA,0,0.2,NA,0.15,3.76,NA,0,4008.69,NA,149.99,0.05,NA,1.15
"472",1000,303.718456375839,"seagrass",170.34,NA,0,0.17,NA,0.15,3.27,NA,0,3470.17,NA,149.99,0.1,NA,1.15
"473",6000,303.718456375839,"seagrass",123.92,NA,0,0.15,NA,0.15,2.56,NA,0,2729.18,NA,149.99,0.27,NA,1.15
"474",10000,303.718456375839,"seagrass",118.24,NA,0,0.15,NA,0.15,2.45,NA,0,2621.19,NA,149.99,0.3,NA,1.15
"475",22.7,303.780872483221,"seagrass",1025.18,NA,0,0.8,NA,0.15,8.45,NA,0,9398.48,NA,149.08,0.01,NA,1.15
"476",100,303.780872483221,"seagrass",703.34,NA,0,0.56,NA,0.15,6.86,NA,0,7511.31,NA,149.08,0.01,NA,1.15
"477",500,303.780872483221,"seagrass",216.85,NA,0,0.2,NA,0.15,3.75,NA,0,3979.07,NA,149.08,0.05,NA,1.15
"478",1000,303.780872483221,"seagrass",168.5,NA,0,0.17,NA,0.15,3.23,NA,0,3420.35,NA,149.08,0.11,NA,1.15
"479",6000,303.780872483221,"seagrass",111.96,NA,0,0.15,NA,0.15,2.31,NA,0,2470.49,NA,149.08,0.35,NA,1.15
"480",10000,303.780872483221,"seagrass",103.51,NA,0,0.15,NA,0.15,2.15,NA,0,2303.63,NA,149.08,0.41,NA,1.15
"481",22.7,303.843288590604,"seagrass",1025.1,NA,0,0.79,NA,0.15,8.45,NA,0,9352.16,NA,148.17,0.01,NA,1.15
"482",100,303.843288590604,"seagrass",703.21,NA,0,0.56,NA,0.15,6.86,NA,0,7473.84,NA,148.17,0.01,NA,1.15
"483",500,303.843288590604,"seagrass",216.07,NA,0,0.2,NA,0.15,3.74,NA,0,3948.18,NA,148.17,0.05,NA,1.15
"484",1000,303.843288590604,"seagrass",166.14,NA,0,0.17,NA,0.15,3.19,NA,0,3361.7,NA,148.17,0.12,NA,1.15
"485",6000,303.843288590604,"seagrass",83.87,NA,0,0.15,NA,0.15,1.74,NA,0,1882.84,NA,148.17,0.55,NA,1.15
"486",10000,303.843288590604,"seagrass",66.35,NA,0,0.15,NA,0.15,1.38,NA,0,1525.08,NA,148.17,0.67,NA,1.15
"487",22.7,303.905704697987,"bistable",1025.01,0.25,0,0.79,0.15,0.15,8.45,0.01,0,9306.05,154.01,147.27,0.01,1.15,1.15
"488",100,303.905704697987,"bistable",703.07,1.13,0,0.56,0.15,0.15,6.85,0.02,0,7436.5,172.11,147.27,0.01,1.15,1.15
"489",500,303.905704697987,"bistable",215.16,5.98,0,0.2,0.15,0.15,3.73,0.12,0,3915.69,271.85,147.27,0.06,1.11,1.15
"490",1000,303.905704697987,"bistable",162.99,12.91,0,0.17,0.15,0.15,3.14,0.27,0,3289.37,414.48,147.27,0.14,1.06,1.15
"491",6000,303.905704697987,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,147.27,NA,NA,1.15
"492",10000,303.905704697987,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,147.27,NA,NA,1.15
"493",22.7,303.968120805369,"bistable",1024.92,0.69,0,0.79,0.15,0.15,8.45,0.01,0,9260.14,164.51,146.37,0.01,1.15,1.15
"494",100,303.968120805369,"bistable",702.92,3.09,0,0.56,0.15,0.15,6.85,0.06,0,7399.28,213.14,146.37,0.01,1.14,1.15
"495",500,303.968120805369,"bistable",214.11,16.38,0,0.2,0.15,0.15,3.71,0.34,0,3881.15,482.48,146.37,0.06,1.04,1.15
"496",1000,303.968120805369,"bistable",158.51,36.19,0,0.17,0.15,0.15,3.06,0.74,0,3193.47,883.15,146.37,0.16,0.9,1.15
"497",6000,303.968120805369,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,146.37,NA,NA,1.15
"498",10000,303.968120805369,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,146.37,NA,NA,1.15
"499",22.7,304.030536912752,"bistable",1024.82,1.16,0,0.79,0.16,0.15,8.45,0.02,0,9214.42,175.37,145.48,0.01,1.15,1.15
"500",100,304.030536912752,"bistable",702.77,5.17,0,0.56,0.16,0.15,6.85,0.11,0,7362.17,255.43,145.48,0.01,1.12,1.15
"501",500,304.030536912752,"bistable",212.86,27.52,0,0.2,0.16,0.15,3.7,0.56,0,3843.96,701.52,145.48,0.07,0.97,1.15
"502",1000,304.030536912752,"bistable",151.22,63.38,0,0.17,0.16,0.15,2.93,1.28,0,3048.13,1412.66,145.48,0.2,0.72,1.15
"503",6000,304.030536912752,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,145.48,NA,NA,1.15
"504",10000,304.030536912752,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,145.48,NA,NA,1.15
"505",22.7,304.092953020134,"bistable",1024.71,1.66,0,0.79,0.16,0.15,8.44,0.03,0,9168.89,186.62,144.59,0.01,1.15,1.15
"506",100,304.092953020134,"bistable",702.59,7.37,0,0.56,0.16,0.15,6.85,0.15,0,7325.16,299.05,144.59,0.01,1.11,1.15
"507",500,304.092953020134,"bistable",211.35,39.53,0,0.2,0.16,0.15,3.67,0.79,0,3803.23,930.23,144.59,0.07,0.89,1.15
"508",1000,304.092953020134,"bistable",132.82,102.92,0,0.17,0.16,0.15,2.59,2.04,0,2702.83,2154.24,144.59,0.31,0.48,1.15
"509",6000,304.092953020134,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,144.59,NA,NA,1.15
"510",10000,304.092953020134,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,144.59,NA,NA,1.15
"511",22.7,304.155369127517,"bistable",1024.6,2.18,0,0.79,0.16,0.15,8.44,0.04,0,9123.55,198.28,143.71,0.01,1.15,1.15
"512",100,304.155369127517,"bistable",702.41,9.71,0,0.56,0.16,0.15,6.85,0.19,0,7288.24,344.12,143.71,0.01,1.1,1.15
"513",500,304.155369127517,"bistable",209.5,52.55,0,0.2,0.16,0.15,3.65,1.04,0,3757.63,1170.35,143.71,0.08,0.82,1.15
"514",1000,304.155369127517,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,143.71,NA,NA,1.15
"515",6000,304.155369127517,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,143.71,NA,NA,1.15
"516",10000,304.155369127517,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,143.71,NA,NA,1.15
"517",22.7,304.217785234899,"bistable",1024.48,2.74,0,0.79,0.16,0.15,8.44,0.05,0,9078.39,210.39,142.83,0.01,1.15,1.15
"518",100,304.217785234899,"bistable",702.21,12.21,0,0.55,0.16,0.15,6.85,0.24,0,7251.41,390.71,142.83,0.01,1.09,1.15
"519",500,304.217785234899,"bistable",207.15,66.78,0,0.2,0.17,0.15,3.61,1.31,0,3704.97,1424.5,142.83,0.09,0.74,1.15
"520",1000,304.217785234899,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,142.83,NA,NA,1.15
"521",6000,304.217785234899,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,142.83,NA,NA,1.15
"522",10000,304.217785234899,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,142.83,NA,NA,1.15
"523",22.7,304.280201342282,"bistable",1024.35,3.34,0,0.79,0.17,0.15,8.44,0.07,0,9033.4,222.98,141.96,0.01,1.15,1.15
"524",100,304.280201342282,"bistable",702,14.87,0,0.55,0.17,0.15,6.84,0.29,0,7214.65,438.96,141.96,0.01,1.08,1.15
"525",500,304.280201342282,"bistable",204.04,82.55,0,0.2,0.17,0.15,3.56,1.59,0,3641.42,1697.02,141.96,0.1,0.65,1.15
"526",1000,304.280201342282,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,141.96,NA,NA,1.15
"527",6000,304.280201342282,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,141.96,NA,NA,1.15
"528",10000,304.280201342282,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,141.96,NA,NA,1.15
"529",22.7,304.342617449664,"bistable",1024.21,3.98,0,0.78,0.17,0.15,8.44,0.08,0,8988.58,236.07,141.1,0.01,1.15,1.15
"530",100,304.342617449664,"bistable",701.77,17.72,0,0.55,0.17,0.15,6.84,0.34,0,7177.94,489,141.1,0.01,1.07,1.15
"531",500,304.342617449664,"bistable",199.64,100.49,0,0.2,0.17,0.15,3.5,1.91,0,3559.11,1996.34,141.1,0.12,0.56,1.15
"532",1000,304.342617449664,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,141.1,NA,NA,1.15
"533",6000,304.342617449664,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,141.1,NA,NA,1.15
"534",10000,304.342617449664,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,141.1,NA,NA,1.15
"535",22.7,304.405033557047,"bistable",1024.06,4.66,0,0.78,0.17,0.15,8.44,0.09,0,8943.92,249.73,140.24,0.01,1.15,1.15
"536",100,304.405033557047,"bistable",701.52,20.76,0,0.55,0.17,0.15,6.84,0.39,0,7141.28,540.96,140.24,0.01,1.05,1.15
"537",500,304.405033557047,"bistable",192.51,122.08,0,0.19,0.18,0.15,3.39,2.27,0,3436.98,2344.16,140.24,0.15,0.45,1.15
"538",1000,304.405033557047,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,140.24,NA,NA,1.15
"539",6000,304.405033557047,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,140.24,NA,NA,1.15
"540",10000,304.405033557047,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,140.24,NA,NA,1.15
"541",22.7,304.46744966443,"bistable",1023.9,5.39,0,0.78,0.18,0.15,8.44,0.1,0,8899.41,263.99,139.38,0.01,1.15,1.15
"542",100,304.46744966443,"bistable",701.25,24.04,0,0.55,0.18,0.15,6.84,0.45,0,7104.65,595.01,139.38,0.01,1.04,1.15
"543",500,304.46744966443,"bistable",172.17,157.95,0,0.19,0.19,0.15,3.08,2.86,0,3116.65,2899.56,139.38,0.23,0.29,1.15
"544",1000,304.46744966443,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,139.38,NA,NA,1.15
"545",6000,304.46744966443,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,139.38,NA,NA,1.15
"546",10000,304.46744966443,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,139.38,NA,NA,1.15
"547",22.7,304.529865771812,"bistable",1023.73,6.18,0,0.78,0.18,0.15,8.44,0.11,0,8855.04,278.9,138.53,0.01,1.15,1.15
"548",100,304.529865771812,"bistable",700.96,27.55,0,0.55,0.18,0.15,6.84,0.51,0,7068.02,651.34,138.53,0.01,1.03,1.15
"549",500,304.529865771812,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,138.53,NA,NA,1.15
"550",1000,304.529865771812,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,138.53,NA,NA,1.15
"551",6000,304.529865771812,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,138.53,NA,NA,1.15
"552",10000,304.529865771812,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,138.53,NA,NA,1.15
"553",22.7,304.592281879195,"bistable",1023.55,7.03,0,0.78,0.19,0.15,8.43,0.13,0,8810.8,294.53,137.68,0.01,1.15,1.15
"554",100,304.592281879195,"bistable",700.64,31.35,0,0.55,0.19,0.15,6.83,0.57,0,7031.37,710.17,137.68,0.01,1.01,1.15
"555",500,304.592281879195,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,137.68,NA,NA,1.15
"556",1000,304.592281879195,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,137.68,NA,NA,1.15
"557",6000,304.592281879195,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,137.68,NA,NA,1.15
"558",10000,304.592281879195,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,137.68,NA,NA,1.15
"559",22.7,304.654697986577,"bistable",1023.35,7.95,0,0.78,0.19,0.15,8.43,0.14,0,8766.68,310.95,136.84,0.01,1.15,1.15
"560",100,304.654697986577,"bistable",700.29,35.45,0,0.55,0.19,0.15,6.83,0.63,0,6994.68,771.75,136.84,0.01,1,1.15
"561",500,304.654697986577,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,136.84,NA,NA,1.15
"562",1000,304.654697986577,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,136.84,NA,NA,1.15
"563",6000,304.654697986577,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,136.84,NA,NA,1.15
"564",10000,304.654697986577,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,136.84,NA,NA,1.15
"565",22.7,304.71711409396,"bistable",1023.13,8.94,0,0.78,0.2,0.15,8.43,0.16,0,8722.67,328.24,136,0.01,1.16,1.15
"566",100,304.71711409396,"bistable",699.9,39.9,0,0.55,0.2,0.15,6.83,0.7,0,6957.91,836.36,136,0.02,0.99,1.15
"567",500,304.71711409396,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,136,NA,NA,1.15
"568",1000,304.71711409396,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,136,NA,NA,1.15
"569",6000,304.71711409396,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,136,NA,NA,1.15
"570",10000,304.71711409396,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,136,NA,NA,1.15
"571",22.7,304.779530201342,"bistable",1022.9,10.02,0,0.78,0.2,0.15,8.43,0.17,0,8678.74,346.48,135.17,0.01,1.16,1.15
"572",100,304.779530201342,"bistable",699.48,44.74,0,0.55,0.2,0.15,6.82,0.78,0,6921.03,904.34,135.17,0.02,0.97,1.15
"573",500,304.779530201342,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,135.17,NA,NA,1.15
"574",1000,304.779530201342,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,135.17,NA,NA,1.15
"575",6000,304.779530201342,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,135.17,NA,NA,1.15
"576",10000,304.779530201342,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,135.17,NA,NA,1.15
"577",22.7,304.841946308725,"bistable",1022.64,11.2,0,0.78,0.21,0.15,8.43,0.19,0,8634.88,365.79,134.34,0.01,1.16,1.15
"578",100,304.841946308725,"bistable",699,50.02,0,0.54,0.21,0.15,6.82,0.85,0,6883.98,976.07,134.34,0.02,0.96,1.15
"579",500,304.841946308725,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,134.34,NA,NA,1.15
"580",1000,304.841946308725,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,134.34,NA,NA,1.15
"581",6000,304.841946308725,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,134.34,NA,NA,1.15
"582",10000,304.841946308725,"bare",NA,NA,0,NA,NA,0.15,NA,NA,0,NA,NA,134.34,NA,NA,1.15
"583",22.7,304.904362416107,"bistable",1022.35,12.49,0,0.77,0.21,0.15,8.42,0.21,0,8591.07,386.29,133.52,0.01,1.16,1.15
