"","da","ma","stability","S_seagrass","S_bistable","S_bare","CA_seagrass","CA_bistable","CA_bare","CS_seagrass","CS_bistable","CS_bare","CB_seagrass","CB_bistable","CB_bare","N_seagrass","N_bistable","N_bare"
"370",0,0.00495302013422819,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"371",0.0208333333333333,0.00495302013422819,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.21,NA,NA,0.69
"372",20,0.00495302013422819,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,6.51,NA,NA,0.69
"373",0,0.00499328859060403,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"374",0.0208333333333333,0.00499328859060403,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.18,NA,NA,0.69
"375",20,0.00499328859060403,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,6.46,NA,NA,0.69
"376",0,0.00503355704697987,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"377",0.0208333333333333,0.00503355704697987,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.15,NA,NA,0.69
"378",20,0.00503355704697987,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,6.41,NA,NA,0.69
"379",0,0.0050738255033557,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"380",0.0208333333333333,0.0050738255033557,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.12,NA,NA,0.69
"381",20,0.0050738255033557,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,6.36,NA,NA,0.69
"382",0,0.00511409395973154,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"383",0.0208333333333333,0.00511409395973154,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.08,NA,NA,0.69
"384",20,0.00511409395973154,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,6.31,NA,NA,0.69
"385",0,0.00515436241610738,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"386",0.0208333333333333,0.00515436241610738,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.05,NA,NA,0.69
"387",20,0.00515436241610738,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,6.26,NA,NA,0.69
"388",0,0.00519463087248322,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"389",0.0208333333333333,0.00519463087248322,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,158.02,NA,NA,0.69
"390",20,0.00519463087248322,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,6.22,NA,NA,0.69
"391",0,0.00523489932885906,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"392",0.0208333333333333,0.00523489932885906,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.99,NA,NA,0.69
"393",20,0.00523489932885906,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,6.17,NA,NA,0.69
"394",0,0.0052751677852349,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"395",0.0208333333333333,0.0052751677852349,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.96,NA,NA,0.69
"396",20,0.0052751677852349,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,6.13,NA,NA,0.69
"397",0,0.00531543624161074,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"398",0.0208333333333333,0.00531543624161074,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.93,NA,NA,0.69
"399",20,0.00531543624161074,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,6.08,NA,NA,0.69
"400",0,0.00535570469798658,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"401",0.0208333333333333,0.00535570469798658,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.9,NA,NA,0.69
"402",20,0.00535570469798658,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,6.04,NA,NA,0.69
"403",0,0.00539597315436242,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"404",0.0208333333333333,0.00539597315436242,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.87,NA,NA,0.69
"405",20,0.00539597315436242,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,5.99,NA,NA,0.69
"406",0,0.00543624161073826,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"407",0.0208333333333333,0.00543624161073826,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.84,NA,NA,0.69
"408",20,0.00543624161073826,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,5.95,NA,NA,0.69
"409",0,0.00547651006711409,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"410",0.0208333333333333,0.00547651006711409,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.8,NA,NA,0.69
"411",20,0.00547651006711409,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,5.91,NA,NA,0.69
"412",0,0.00551677852348993,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"413",0.0208333333333333,0.00551677852348993,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.77,NA,NA,0.69
"414",20,0.00551677852348993,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,5.87,NA,NA,0.69
"415",0,0.00555704697986577,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"416",0.0208333333333333,0.00555704697986577,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.74,NA,NA,0.69
"417",20,0.00555704697986577,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,5.83,NA,NA,0.69
"418",0,0.00559731543624161,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"419",0.0208333333333333,0.00559731543624161,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.71,NA,NA,0.69
"420",20,0.00559731543624161,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,5.79,NA,NA,0.69
"421",0,0.00563758389261745,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"422",0.0208333333333333,0.00563758389261745,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.68,NA,NA,0.69
"423",20,0.00563758389261745,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,5.75,NA,NA,0.69
"424",0,0.00567785234899329,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"425",0.0208333333333333,0.00567785234899329,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.65,NA,NA,0.69
"426",20,0.00567785234899329,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,5.71,NA,NA,0.69
"427",0,0.00571812080536913,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"428",0.0208333333333333,0.00571812080536913,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.62,NA,NA,0.69
"429",20,0.00571812080536913,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,5.67,NA,NA,0.69
"430",0,0.00575838926174497,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"431",0.0208333333333333,0.00575838926174497,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.59,NA,NA,0.69
"432",20,0.00575838926174497,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,5.63,NA,NA,0.69
"433",0,0.00579865771812081,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"434",0.0208333333333333,0.00579865771812081,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.56,NA,NA,0.69
"435",20,0.00579865771812081,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,5.59,NA,NA,0.69
"436",0,0.00583892617449664,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"437",0.0208333333333333,0.00583892617449664,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.52,NA,NA,0.69
"438",20,0.00583892617449664,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,5.55,NA,NA,0.69
"439",0,0.00587919463087248,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"440",0.0208333333333333,0.00587919463087248,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.49,NA,NA,0.69
"441",20,0.00587919463087248,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,5.52,NA,NA,0.69
"442",0,0.00591946308724832,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"443",0.0208333333333333,0.00591946308724832,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.46,NA,NA,0.69
"444",20,0.00591946308724832,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,5.48,NA,NA,0.69
"445",0,0.00595973154362416,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"446",0.0208333333333333,0.00595973154362416,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.43,NA,NA,0.69
"447",20,0.00595973154362416,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,5.45,NA,NA,0.69
"448",0,0.006,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,162.15,NA,NA,0.69
"449",0.0208333333333333,0.006,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,157.4,NA,NA,0.69
"450",20,0.006,"bare",NA,NA,0,NA,NA,0.11,NA,NA,0,NA,NA,5.41,NA,NA,0.69
